S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g
229,Britannia Fudge It Chocolate Brownie (With Egg),BRITANNIA,CAKE,BROWNIE,"SUGAR, REFINED WHEAT FLOUR (MAIDA), REFINED PALMOLEIN OIL, EGGS, CHOCO CALLETS (10%),SUGAR, HYDROGENATED VEGETABLE FAT, COCOA SOLIDS, EMULSIFIER (491), DEXTROSE, EMULSIFIER (322(i)), NATURAL FLAVOURING SUBSTANCES, MILK CHOCOLATE CHIPS (8%) , COCOA BUTTER, MILK SOLIDS, COCOA SOLIDS, DEXTROSE, EMULSIFIER (322(i)), NATURAL FLAVOURING SUBSTANCES, COCOA SOLIDS (2%), HIGH MALTOSE SYRUP, LIQUID GLUCOSE, IODISED SALT,BROWNIE MAGNUM, VANILLA CAKE FLAVOURING SUBSTANCES, COLOUR (150d), EMULSIFIER (471), PRESERVATIVES 202,PRESERVATIVES 282, STABILIZER (415), BAKING POWDER,ACIDITY REGULATOR (330).",100,470,58.5,5
230,Winkies Fruit Cake Slice,WINKIES,CAKE,FRUIT CAKE,"REFINED WHEAT FLOUR (MAIDA), EGGS, SUGAR, BAKERY SHORTENING, WATER, PALM OIL, FRUIT CUTS (6%), HUMECTANTS INS 422,HUMECTANTS INS 420, LIQUID GLUCOSE, MIXED FRUIT JAM, MILK SOLIDS, INVERT SYRUP, CAKE GEL INS 471, CAKE GEL INS 477, CAKE GEL INS 1520,CAKE GEL  INS 420,CAKE GEL INS 412, RAISING AGENT [INS 500(ii)], BAKING POWDER, EDIBLE COMMON SALT, PRESERVATIVES INS 282,PRESERVATIVES  INS 200, ACIDITY REGULATOR (INS 260), STABILIZER INS 412,STABILIZER  INS 415, EMULSIFIERS INS 471,EMULSIFIERS INS 477, EMULSIFIERS INS 322, NATURAL FLAVOUR (LEMON), NATURE-IDENTICAL FLAVOUR (ORANGE) AND ARTIFICIAL FLAVOUR (VANILLA CAKE)",100,425.7,53.9,6.2
231,Britannia Gobbles Marble Red Velvet Cake,BRITANNIA,CAKE,CAKE,"REFINED WHEAT FLOUR MAIDA, SUGAR, EGGS, REFINED VEGETABLE FAT CIINTERESTERIFIED VEGETABLE FAT, SESAME OIL, EMULSIFIER (471), ANTIOXIDANT (319) & VITAMIN AJ, HUAIECTANTS [422, 420(II)], REFINER PALMOLEIN OIL, HIGH MALTOSE SYRUP, LIQUID GLUCOSE, EDIBLE MAIZE STARCH, CAKE GEL (EMULSIFIERS AND STABILIZERS (471 & 477) AND HUMECTANT [420(II)]), RAISING AGENTS (341(1), 500(II), 450(1)), CAKE MIX [COLOUR (162), EMULSIFIER (471)), IODISED SALT, INVERT SUGAR SYRUP, NATURE IDENTICAL & ARTIFICIAL (VANILLA CAKE, CHEESE) FLAVOURING SUBSTANCES, COCOA SOLIDS (0.3%), PRESERVATIVES (202, 200, 282), BAKING POWDER, ACIDITY REGULATOR (330). STABILIZER (415), COLOURS(129, 122, 124)",110,414,54.4,0
232,Winkies Swiss Roll Chocolate,WINKIES,CAKE,SWISS ROLL,"Refined Wheat Flour, Sugar, Eggs, Water, Liquid Glucose, Humectants, Cocoa Solids, Cake Gel, Palmolein Oil, Milk Solids, Emulsifiers, Natural Food Colour, Raising Agent, Edible Common Salt, Acidity Regulator, Preservatives, Artificial Flavour, Starch, Stabilizer, Liquid Glucose, Bakery Shortening, Margarine, Dextrose, Invert Syrup",100,407.83,59.1,6.75
233,Modern Pineapple Pop Cake,MODERN,CAKE,CAKE,"Sugar, Refined Wheat Flour (Maida), Eggs, Edible Vegetable Fat (Margarine), Edible Vegetable Oil (Sunflower Oil), Glazed Fruit cuts (520/0) (Papaya, sugar, Acidity Regulator (330), Preservative (211), CONTAINS PERMITTED SYNTHETIC FOOD COLOR (102), Pineapple Cuts (0.4%)), Humectants (422, 420(ii)), Maize Starch, Cake Mix [Thickener (1414), Emulsifier (471), Raising Agents (500(li), 450(1)), Stabilizer (415)], Cake Gel [Emulsifiers (471, 477, 470(i)) and Humectants (420(ii), 422)], Liquid Glucose, Invert syrup, Acidity Regulators (341(1), 330), Preservatives (282, 200), Baking Powder, Raising Agent (500(ii)) and lodized Salt",100,407,53,5
234,Cadbury Chocobakes ChocLayered Cakes,OREO,CAKE,CAKE,"Cake (45%) - Refined Wheat Flour (Maida), Sugar, Humectants (420 (ii), 422, 1520), Palm Olein, Líquid Glucose, Milk Solids, Cocoa Solids, Starch, Emulsifiers (322, 475, 471, 491), Raising Agent (500(1),450), 341(1)), lodised Salt, Flavours (Natural Flavour, Nature Identical Flavouring Substances), Preservative (202), Stabilizer (415)); Chocolayer (29%) - Sugar, Hydrogenated Vegetable Oils, Milk Solids, Cocoa Solids, Emulsifiers (442,476)), Flavours (Nature Identical, Artificial (VANILLA CAKE and Caramel) Flavouring Substances); Filling (26%*) -(Sugar, Fractionated Fat, Liquid Glucose, Humectant (422, 1520), Water, Emulsifiers (322, 475, 471, 491), Cocoa Solids, Flavours (Natural flavour, Nature Identical Flavouring Substances), lodised Salt, Preservative (202)). Allergen Information: Contains Milk, Wheat, Sulphites and Soy.",100,466,64.2,3.8
235,The Baker'S Dozen Zero Maida Donut Cake,THE BAKER'S DOZEN,CAKE,DONUT CAKE,"Wheat Flour (Atta), Unrefined Cane Sugar, Sunflower Oil, Vegetable Fat (Coconut), Milk Solids, Maize Starch, Glycerine, Cocoa Powder, Salt, Liquid Glucose, Dextrose, Emulsifiers, Stabilizers, Raising Agents, Baking Powder, Humectant, Thickener, Acidity Regulator, Enzyme, Firming Agent, Preservatives, Chocolate, and VANILLA CAKE Flavouring Substances",100,462,57,6
236,Bauli Moonfils Croissants Choco Cream (Egg),BAULI,CAKE,CROISSANTS,"Croissant (-74%)-Refined Wheat Flour (Maida), Water, Partially Hydrogenated Oil, Refined Palm Oil, Sugar, Pasteurized Liquid Whole Egg With 30% Sugar (6.0%), Wheat Sourdough, Humectant (INS 420(i))], Bakery Mox (Emulsifier (INS-471), Wheat Gluten, Flour Treatment Agent [INS 11000), 1101(0), Xylanase, Starch, Antioxidant (INS 300)), Yeast, Edible Common Salt, Stabilizer (INS 1422), Milk Solids, Wheat Sourdough Powder, Emulsifier [INS 472e, 481()), Preservatives (INS 282), Wheat Gluten, Enzyme Xylanase, Flavour (Nature Identical and Artificial Flavoring Substances - VANILLA CAKE, Butter) ,Glucose Fructose Syrup, Sugar, Water, Refined Palm Oil, Cocoa Solids (5.3%), Milk Solids (4.8%), Partially Hydrogenated Oil, Thickeners (INS 1422, 1414, 440), Preservative (INS 202) Acidity Regulator (INS 330), Edible Common Salt, Firming Agent (INS 509), Flavour (Nature Identical and Artificial Flavoring Substances - Chocolate)",100,398,54.5,6.9
237,UNIBIC Fruit N' Nut Cake,UNIBIC,CAKE,CAKE,"Egg, Sugar, Edible Vegetable Oil (Palm), Refined Wheat Flour(Maida), VANILLA CAKE Concentrate [Sugar, Refined Wheat Flour(Maida), Edible Vegetable Oil, Thickeners (INS 1414, INS 1442), Humectant (INS 420), Raising Agents (INS 500, INS 341), Leavening Agent (INS 500 ii), Emulsifier, Stabilizers (INS 471, INS 477, INS 415, INS 466), Acidity Regulator (INS 330), lodized Salt, Preservatives (INS 282, INS 202), Food Colour (INS 150c)], Raisins(5%), Cashew(2%), Humectant (INS 420 i), Glycerine (INS 422), Milk Solids, Cake Gel(Water, Emulsifiers (INS 471, INS 477, INS 470), Humectants (INS 1520, INS 422)], Colour (INS 150), Leavening Agent (INS 500 ii), Natural, Nature Identical and Artificial Flavouring Substances (VANILLA CAKE), Preservatives (INS 282, INS 202).",100,450,49.3,6.4
238,Modern Fruit N Nut Cake,MODERN,CAKE,CAKE,"Refined Wheat Flour (Maida), Sugat, Egg, Hydrogenated Vegetable Fat. Candied Fruits & Vegetables (6.57%) (Sugar, Papaya, Ginger, Orange peel, Acidity Regulator (330), Food Colour (129), Preservatives (202, 224, 211)), Dry Fruits Mix (6.4%) [Raisin (4.9%), Dates (0.8%), Cashew (0.7%)), Cashew Nuts (3.2%), Refined Sunflower Oil, Humectants (422, 420(0), Cake Concentrate Mix [Thickener (1414), Emulsifier (471). Raising Agents (500(1), 450(0), Stabilizers (415, 412)), Jam (1.2%) (Gelling Agent (440) Acidity Regulator C296), Preservatives (211,282), Food Colour (122), Nature Identical Flavouring Substances). Food Colors (150a, 150d), Liquid Glucose, Invert Sugar, Cake Gel [Emulsifiers (477, 470(1), 471), Humectants (420(i)), Acidity Regulator (525)), Nature Identical Flavouring Substances, Spices, lodized Salt, Acidity Regulator (330) Preservative (200), Stabilizer (415)",100,401.3,51.9,6.8
239,UNIBIC Plum Cake,UNIBIC,CAKE,PLUM CAKE,"Candied Fruits & Nuts - {Raisins (7%), Candied Papaya [ Raw Papaya, Sugar, Acidity Regulator (INS 330), Preservative (INS 211)), Grapes, Sugar, Dates, Mixed Fruits [Pear, Pineapple, Papaya, Dehydrated Mango Pulp, Sugar, Acidity Regulator (INS 330) and Peservative (INS 223)], Cashew Nuts, Cherry, Mixed Fruit Jam | Sugar, Mixed Fruit Pulp (Pineapple, Grape), Water, Thickener (INS 440), Acidity Regulator (INS 330), Nature identical Flavouring Substances and Preservative (INS 211)), Oranges, Candied Orange Peel Sugar, Orange Peel, Acidity Regulator (INS 330) and Preservative (INS 224)]. Candied Ginger Peel [Sugar, Ginger Piergs, Acidity Regulator (INS 330) and Preservative (INS 224)), Acidity Regulator (INS 330)), Refined Wheat Flour (Maida), Liquid Egg, Sugar, Edible Vegetable Fat (Interesterified Fat), Edible Vegetable Oil (Sun Flower Oil), Glucose Syrup, Humectant (INS 422), Natural Colour (INS 150a), Cake Improver [Water, Emulsifier (INS 471, INS 477, INS 470), Humectant (INS 422 and INS 1520) and Firming Agent (INS 509)], Humectant (INS 422), Emulsifier (INS 471), Natural, Nature Identical and Artificial Flavouring Substances (VANILLA CAKE, Lemon, Pineapple, Ginger and Milk), Preservative (INS 200 and INS 202), Baking Powder, lodised Salt, Mixed Spices (Cardamom, Cinnamon, Clove, Fennel, Cumin, Nutmeg and Mace), Acidity Regulator (INS 260) and Thickener (INS 466).",100,393.3,58.2,5.5
240,Winkies Fruit Cake Raisin & Tutti Fruitti,WINKIES,CAKE,FRUIT CAKE,"REFINED WHEAT FLOUR (MAIDA), SUGAR, EGGS, BAKERY SHORTENING, PALM OIL, FRUIT CUTS (6%), WATER, HUMECTANTS (INS 422, INS 420), RAISINS (4%), LIQUID GLUCOSE, MIXED FRUIT JAM, PALMOEIN OIL, CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412), RAISING AGENT [BAKING POWDER AND INS 500(ii)], ARTIFICIAL FLAVOUR (VANILLA CAKE), EDIBLE COMMON SALT, PRESERVATIVES (INS 282, INS 200), ACIDITY REGULATOR (INS 260), EMULSIFIER (INS 471), STABILIZER (INS 412 AND INS 415), NATURE-IDENTICAL AND NATURAL FLAVOUR (ORANGE AND LEMON).",100,423.22,53.09,7.58
241,The Baker's Dozen Chocochip Cake No Palm Oil Loaded with Dark Chocolate Chips,THE BAKER'S DOZEN,CAKE,CHOCO CHIP CAKE,"Sugar, Refined Wheat Flour (Maida), Milk,Sunflower Oil, Cocoa Powder (3.2%), Dark Choco Chips (2.9%), Apple Cider Vinegar, Raising Agent (INS 500 (ii), lodized Salt, Preservatives (INS 202, INS 282). CONTAINS ADDED ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA CAKE)",100,340,48,7
242,Winkies Novo VANILLA CAKE Cake,WINKIES,CAKE,VANILLA CAKE CAKE,"REFINED WHEAT FLOUR(MAIDA), SUGAR, PALMOLEIN OIL, VANILLA CAKE CONCENTRATE {MILK SOLIDS, LEAVENING AGENTS [INS 500(ii), INS 341(1)], HUMECTANT (INS 422), CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412, INS 202), ARTIFICIAL FLAVOUR (VANILLA CAKE), EDIBLE COMMON SALT, ACIDITY REGULATOR (INS 260) AND PRESERVATIVES (INS 282, INS 200). FILLING (21%): SUGAR, WATER, PALM OIL, MILK SOLIDS (4%), MARGARINE, MODIFIED STARCH (INS 1412, INS 1440, INS 1442), THICKENER [INS 440(i)), ARTIFICIAL COLOUR (INS 171), ARTIFICIAL FLAVOUR (VANILLA CAKE), PRESERVATIVE (INS 202), ACIDITY REGULATOR (INS 330) AND EDIBLE COMMON SALT",100,370.5,59.9,5.5
243,The Baker's Dozen Zero Maida Chocolate Brownie,THE BAKER'S DOZEN,CAKE,BROWNIE,"Wholewheat Flour (20%), Sugar, Dark Choco Chips (15.7%), Butter, Condensed Milk, Milk, Sunflower Oil, Cocoa Powder, VANILLA CAKE Essence, lodized Salt, Raising Agent (INS 500 (ii)), Preservatives (INS 202, INS 282)",100,442,51,7
244,Winkies English Tea Cake,WINKIES,CAKE,CAKE,"EGG, SUGAR, REFINED WHEAT FLOUR (MAIDA), BAKERY SHORTENING, BUTTER, HUMACTANT (INS 422, INS 420), WATER, CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412), RAISING AGENT (INS 450, INS 500 (ii), EDIBLE COMMON SALT, PRESERVATIVE (INS 200), ACIDITY REGULATOR (INS 260) AND STABILIZER (INS 415).",100,433.03,46.17,7.39
245,The Baker'S Dozen Choco Chip Muffins,THE BAKER'S DOZEN,CAKE,MUFFINS,"Sugar, Refined Wheat Flour (Maida), Milk,Sunflower Oil, Cocoa Powder (3.2%), Dark Choco Chips (2.9%), Apple Cider Vinegar, Raising Agent (INS 500 (ii)), lodized Salt, Preservatives (INS 202, INS 282). CONTAINS ADDED ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA CAKE)",100,340,48,7
246,Bauli Moonfils Croissants Strawberry,BAULI,CAKE,CROISSANTS,"Refned Wheat Flour (Maida), Water, Partially Hydrogenated Oll Sugar, Wheat Sourdough, Refined Palm Oil, Humectant [INS 420(i)), Wheat Gluten, Bakery Mix(E mulsifier (INS471), Wheat Glyten, Flour Treatment Agent [INS 11000), 1101()), Xylanase, Starch, An-Bioxidant (INS 300, Yeast, Emulsifier [INS 471, 477,472(b),470), Humectant (INS 4221, Edible Common Salt, Stabilizer (INS 1422) Milk Solids, Preservative (INS 282), Emulsifier (INS 472e, 481(1) Wheat Sourdough Powder, Enzyme Xylanase, Flavour (Nature identical and Artificial Flavouring Substances-Orange, Butter),Glucose Fructose Syrup, Sugar, Water, Refi-ned Palm Oil, Thickeners (INS 1422, 1414, 440) Strawberry Powder (1.2%), Acidity Regulator (INS 330), Preservative (INS 2021, Edible Common Salt, Firming Agent (INS 509), Black Carrot Extract, Flavour (Nature Identical and Artificial Flavoring Substances-Strawberry",100,394,55.9,6.9
247,"Open Secret Heart Shaped Chocolate Almond Brownie, No Maida, Zero Palm Oil",OPEN SECRET,CAKE,BROWNIE,"Skimmed Milk Powder,Jaggery, Cocoa Powder, Almonds, Oligofructose, Cocoa Butter, Butter, Anti-oxidant (E322).",30,86.52,10.3,3.34
248,Havmor Mud Cake Ice Cream Cake,HAVMOR,CAKE,ICECREAM CAKE,"Added Water, Sugar, Milk Solids, Eggless Chocolate Cake (3.6%) (Sugar, Refined Wheat flour (Maida), Milk Solids, Refined Sunflower Oil, Cocoa Solids, Emulsifiers and Stabilizers (INS 475, INS 471, INS 433, INS 477, INS 415, INS 322), Natural Colour (INS 1500), Baking Powder, Raising Agents (INS 450(i)), Dextrose, lodised Salt, Artificial (Chocolate and VANILLA CAKE) Flavouring substances, Preservatives (INS 202, INS 282), Antioxidant (INS 304)), Cocoa Solids (3.4%), Chocolate (2.1%) [Contains Additives - Emulsifiers (INS 322, INS 476), Nature Identical (VANILLA CAKE) Flavouring Substances), Liquid Glucose, Malt Based Food (0.9%) (Contains Additives-Synthetic Food Colour (INS 150c), Emulsifiers (INS 322, INS 471), Raising Agent (INS 500 (ii))), Emulsifier (INS 471, INS 433) and Stabilizers (INS 466, INS 412, INS 407a, INS 410), Artificial (VANILLA CAKE) Flavouring Substances, Synthetic Food Colours (INS 110, INS 102, INS 122, INS 133).",125,293.3,45.1,4.6
249,The Belgian Waffle Co Cookie & Cream Waffle Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,"Refined Wheat Flour (Maida), Sugar, Cookies and Cream Flavoured (23%) [Sugar, Edible Vegetable Fat (Hydrogenated), Milk Solids (Cow/Buffalo), Emulsifier (INS 322(i)) of Soya Origin and Nature Identical (Cookies Cream and VANILLA CAKE) Flavouring Substances], Edible Vegetable (Refined Palm Kernel) Oil, Milk Solids, Cocoa Solids, Iodised Salt, Leavening Agents (INS 500(ii), Emulsifier (INS 322(ii)), Nature Identical Flavouring Substances (VANILLA CAKE)",100,468.3,72.2,8.3
250,Sunfeast Dark Fantasy Choco Rolls,SUNFEAST,WAFFLE,CHOCO ROLLS,"Crème Filling, Sugar, Refined Palm Oil, Milk Solids, Cocoa Solids, Hazelnut Paste, Emulsifier, Nature Identical Flavouring Substances, Maida, Starch, Refined Palm Kernel Oil, Iodized Salt, Artificial Flavouring Substances",100,479,73,7.1
251,Dukes Waffy Chocolate Wafers,DUKES,WAFER,WAFER,"Artificial Flavouring Substances (Chocolate, VANILLA CAKE), Colour (INS150D), Emulsifier (INS322(I)), Flour Treatment Agents (INS1100, INS1101, INS223), Hydrogenated Oils, Maltodextrin, Raising Agent (INS500(II)), Refined Palm Oil, Refined Wheat Flour (Maida), Sugar, Iodised Salt, Cocoa Solids (1.5%)",100,511.4,69.1,4
252,The Belgian Waffle Co Classic Choco Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,"Refined Wheat Flour (Maida), Dark Choco Compound 24%(Sugar, Edible Vegetable Fat(Hydrogenated Oils), Cocoa Solids and Emulsifiers (INS492, INS322(i)), Sugar, Edible Vegetable Oil(Palm kernel oil), Milk Solids, Iodised Salt, Emulsifier (INS 322(ii)), Leavening Agents (Baking Powder), and Nature Identical Flavouring Substances (VANILLA CAKE)",100,474.3,69.3,7.2
253,Dr. Oetker Kuppies Chocolate Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,"Sugar, Whole Eggs, Refined Soyabean Oil, Refined Wheat Flour (Maida), Water, Humectants (Sorbitol, Glycerol), Cocoa Solids (3.9%), Soya Flour, lodised Salt, Emulsifiers (Mono-and Diglycerides of Fatty Acids. Lecithin), Acidity Regulators (Sodium Acetate, Acetic Acid). Preservatives (Sodium Propionate, Potassium Sorbate). Raising Agent (Ammonium Bicarbonate), Nature-Identical Flavouring Substances. CONTAINS ECC, WHEAT AND SOY.",100,505,49.9,7.9
254,Nova Nova Waffle Chips- Classic Chocolate Drizzle,NOVA NOVA,WAFFLE,WAFFLE,"Refined Wheat Flour, Milk, Chocolate (Sugar, Hydrogenated Palm Kernel Oil, Cocoa Solids, Emulsifier (E322), Salt), Sugar, Butter, and Raising Agent (E500 ii). Contains Natural and Nature Identical Flavouring Substances (VANILLA CAKE)",100,326.94,56.57,4.9
255,Dukes Waffy Strawberry Roll,DUKES,WAFER,WAFFLE,"Acidity Regulator (INS 296), Colour (INS 124), Dextrose, Emulsifier (INS 322 (I)), Hydrogenated Oils, Iodised Salt, Milk Solids, Refined Palm Kernel Oil, Refined Wheat Flour (Maida), Starch, Strawberry Fruit Powder (0.06%), Nature Identical Flavouring Substance (Strawberry), Sugar",100,450.8,78.5,5.2
256,Dr. Oetker Kuppies Strawberry Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,"Refined Soyabean Oil, Whole Eggs, Sugar, Refined Wheat Flour (Maida), Water, Humectants (Sorbitol, Glycerol), Soya Flour, Strawberry Powder (1.5%), Nature-Identical Flavouring Substances, lodised Salt, Emulsifiers (Mono-and Diglycerides of Fatty Acids, Lecithin), Acidity Regulators (Sodium Acetate, Acetic Acid), Preservatives (Sodium Propionate, Potassium Sorbate), Raising Agent (Ammonium Bicarbonate).",100,469,42.4,6.1
257,Nova Nova Best Bite Choco Filled Cones- Belgian Chocolate,NOVA NOVA ,WAFER,WAFER,"Belgian Chocolate Sauce (25%: Sugar, Edible Vegetable Oil (Palm Oil, Palmolein), Milk Solids, Cocoa Solids, Emulsifier (E322), Edible Vegetable Fat (Hydrogenated)), All-purpose Flour, Milk, Milk Chocolate Compound (17%), Sugar, Salted Butter, VANILLA CAKE Essence, Raising Agent (E500 (ii))",100,370,53,7
258,Mille Jowar Puffs,MILLE,SNACKS,PUFFSS,"Supergrain Blend (Jowar, Foxtail Millet, Corn, Rice), Rice Bran Oil, Seasoning (Vegetable and Spices, Milk Solids, Natural and Nature Identical Flavours, Acidity Regulators, Potassium Chloride, Rosemary Extract)",100,439.2,61.3,6.7
259,Modern Kitchens Banana Chips Salted,MODERN KITCHENS,SNACKS,BANANACHIPS,"Banana, Refined Vegetable Oil, Iodized Salt, Rock Salt, Turmeric",100,567,57.7,3.24
260,Let's Try Potato Wafers,LET'S TRY,SNACKS,WAFER,"Potato, Groundnut Oil, Rock Salt (Sendha Namak)",100,583,60,7
261,Lay's American Cream & Onion Potato Chips,LAY'S,SNACKS,POTATOCHIPS,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), Seasoning (Sugar, Iodised Salt, Milk Solids, Spices and Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551))",100,537,53,6.7
262,Kurkure Yummy PuffCorn Yummy Cheese Chips,KURKURE,SNACKS,CORNCHIPS,"Corn Grit, Rice Grit, Rice Bran Oil/ Cottonseed Oil, & Cheese Powder, Maltodextrin, Salt, Sugar, Flavour Enhancer (Monosodium Glutamate, Disodium Guanylate, Disodium Inosinate), Soya Sauce Powder, Artificial Sweetner Aspartame E951), Paprika Extract, Turmeric Extract, Calcium Carbonate",100,536,66.5,6.4
263,Bingo! Original Style Chilli Sprinkled,BINGO,SNACKS,POTATOCHIPS,"Potato (60.0%), Refined Palmolein, Seasoning (iodized Salt, Red Chilli Powder (1.1%), Maltodextrin, Spices and Condiments, Onion Powder, Refined Wheat Flour (maida), Nature Identical Flavouring Substances, Black Salt, Milk Solids, Natural Flavours and Natural Flavouring Substances, Sugar, Tomato Powder, Hydrolyzed Vegetable Protein, Garlic Powder and Flavour Enhancer (ins 508)) and Iodized Salt. 'used as Flavouring Agents.",100,531,50.5,7.1
264,Lay's West Indies Hot 'n' Sweet Chilli Potato Chips,LAY'S,SNACKS,POTATOCHIPS,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), Seasoning (Sugar, Maltodextrin, Iodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), Spices & Condiments, Flavour Enhancers (627 & 631), Edible Vegetable Oil (Palm, Sunflower, Peanut), Hydrolysed Vegetable Protein, Anticaking agent (551), Cocoa Solids, Lactose)",100,534,55.1,6.4
265,Lay's India's Magic Masala Potato Chips,LAY'S,SNACKS,POTATOCHIPS,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), Seasoning (Spices and Condiments, Iodised Salt, Maltodextrin, Black Salt, Sugar, Tomato Powder, Acidity Regulators (330, 296, 334), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (551), Color (160C))",100,539,53.4,6.9
266,Beyond Snack Kerala Banana chips - Peri Peri,BEYOND SNACK,SNACKS,BANANACHIPS,"Yellow Banana (60%), Refined Palmolein Oil, Lodised Salt",100,518.65,60.97,6.84
267,Crax Double Mazza Roasted Chana Peanuts Namkeen Snacks,CRAX,SNACKS,NAMKEEN,"Peanuts (52%), Chick Pea (34%), Edible Vegetable Oils (Refined Palmolein Oil and Refined Cotton Seed Oil), Seasoning [lodized Salt, Tomato Powder, Onion Powder, Dry Mango Powder, Black Salt, Ginger, Coriander, Chilli, Turmeric, Acidity Regulators (INS 296, INS 330), Refined Wheat Flour (Maida), Hydrolysed Vegetable Protein, Flavour Enhancers (INS 627, INS 631), Anticaking Agents (INS 551, INS 341(iii)), Spice Extracts], Flavour(s) (Natural & Nature Identical Flavouring Substances)",100,567,32,22
